id,body,message,reference,status
534,"{""WorldRemitId"":""27946472"",""Reference"":""27946472"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""BankTransfer"",""FinancialDetail"":{""SettlementAmount"":""14.241732""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""AccountNumber"":""0810197039302"",""BIC"":""EQBLKENA"",""bankName"":""EQUITY BANK LTD"",""bankCode"":""""}}",DATA FROM PRODUCER,27946472,INITIALIZED
542,"{""WorldRemitId"":""27946536"",""Reference"":""27946536"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""BankTransfer"",""FinancialDetail"":{""SettlementAmount"":""14.241732""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""AccountNumber"":""0810197039302"",""BIC"":""EQBLKENA"",""bankName"":""EQUITY BANK LTD"",""bankCode"":""""}}",DATA FROM PRODUCER,27946536,INITIALIZED
558,"{""WorldRemitId"":""27946589"",""Reference"":""27946589"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""BankTransfer"",""FinancialDetail"":{""SettlementAmount"":""14.241732""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""AccountNumber"":""1222"",""BIC"":""EQBLKENA"",""bankName"":""EQUITY BANK LTD"",""bankCode"":""""}}",DATA FROM PRODUCER,27946589,INITIALIZED
566,"{""WorldRemitId"":""27947056"",""Reference"":""27947056"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""BankTransfer"",""FinancialDetail"":{""SettlementAmount"":""14.241732""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""AccountNumber"":""1222"",""BIC"":""EQBLKENA"",""bankName"":""EQUITY BANK LTD"",""bankCode"":""""}}",DATA FROM PRODUCER,27947056,INITIALIZED
574,"{""WorldRemitId"":""27947109"",""Reference"":""27947109"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""BankTransfer"",""FinancialDetail"":{""SettlementAmount"":""14.241732""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""AccountNumber"":""1222"",""BIC"":""EQBLKENA"",""bankName"":""EQUITY BANK LTD"",""bankCode"":""""}}",DATA FROM PRODUCER,27947109,INITIALIZED
582,"{""WorldRemitId"":""27947114"",""Reference"":""27947114"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""BankTransfer"",""FinancialDetail"":{""SettlementAmount"":""14.241732""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""AccountNumber"":""0810197039302"",""BIC"":""EQBLKENA"",""bankName"":""EQUITY BANK LTD"",""bankCode"":""""}}",DATA FROM PRODUCER,27947114,INITIALIZED
590,"{""WorldRemitId"":""27947143"",""Reference"":""27947143"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""BankTransfer"",""FinancialDetail"":{""SettlementAmount"":""14.241732""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""AccountNumber"":""0810197039302"",""BIC"":""EQBLKENA"",""bankName"":""EQUITY BANK LTD"",""bankCode"":""""}}",DATA FROM PRODUCER,27947143,INITIALIZED
598,"{""WorldRemitId"":""27947168"",""Reference"":""27947168"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""MobileMoney"",""FinancialDetail"":{""SettlementAmount"":""1526.470000""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""bankName"":"""",""bankCode"":""""}}",DATA FROM PRODUCER,27947168,INITIALIZED
606,"{""WorldRemitId"":""27947173"",""Reference"":""27947173"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""MobileMoney"",""FinancialDetail"":{""SettlementAmount"":""1526.470000""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""bankName"":"""",""bankCode"":""""}}",DATA FROM PRODUCER,27947173,INITIALIZED
614,"{""WorldRemitId"":""27932727"",""Reference"":""27932727"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""USD"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""MobileMoney"",""FinancialDetail"":{""SettlementAmount"":""14.061072""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254733000000"",""FirstName"":""Jomo"",""MiddleName"":""Test"",""LastName"":""Kiplimo""},""BankDetail"":{""bankName"":"""",""bankCode"":""""}}",DATA FROM PRODUCER,27932727,INITIALIZED
622,"{""WorldRemitId"":""27947911"",""Reference"":""27947911"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""BankTransfer"",""FinancialDetail"":{""SettlementAmount"":""14.241732""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254null"",""FirstName"":""Jomo"",""MiddleName"":"""",""LastName"":""Kiplimo""},""BankDetail"":{""AccountNumber"":""111"",""BIC"":""000"",""bankName"":""EQUITY BANK LTD"",""bankCode"":""""}}",DATA FROM PRODUCER,27947911,INITIALIZED
638,"{""WorldRemitId"":""27947958"",""Reference"":""27947958"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""BankTransfer"",""FinancialDetail"":{""SettlementAmount"":""14.241732""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254null"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""AccountNumber"":""0810197039302"",""BIC"":""EQBLKENA"",""bankName"":""Equity Bank Ltd""}}",DATA FROM PRODUCER,27947958,INITIALIZED
646,"{""WorldRemitId"":""27948146"",""Reference"":""27948146"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""BankTransfer"",""FinancialDetail"":{""SettlementAmount"":""14.241732""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""AccountNumber"":""0810197039302"",""BIC"":""EQBLKENA"",""bankName"":""EQUITY BANK LTD"",""bankCode"":""""}}",DATA FROM PRODUCER,27948146,INITIALIZED
654,"{""WorldRemitId"":""27947951"",""Reference"":""27947951"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""BankTransfer"",""FinancialDetail"":{""SettlementAmount"":""14.241732""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""AccountNumber"":""0810197039302"",""BIC"":""EQBLKENA"",""bankName"":""EQUITY BANK LTD"",""bankCode"":""""}}",DATA FROM PRODUCER,27947951,INITIALIZED
662,"{""WorldRemitId"":""27951100"",""Reference"":""27951100"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""MobileMoney"",""FinancialDetail"":{""SettlementAmount"":""1526.470000""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""bankName"":"""",""bankCode"":""""}}",DATA FROM PRODUCER,27951100,INITIALIZED
670,"{""WorldRemitId"":""27951106"",""Reference"":""27951106"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""MobileMoney"",""FinancialDetail"":{""SettlementAmount"":""1526.470000""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""bankName"":"""",""bankCode"":""""}}",DATA FROM PRODUCER,27951106,INITIALIZED
678,"{""WorldRemitId"":""27951112"",""Reference"":""27951112"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""MobileMoney"",""FinancialDetail"":{""SettlementAmount"":""1526.470000""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""bankName"":"""",""bankCode"":""""}}",DATA FROM PRODUCER,27951112,INITIALIZED
686,"{""WorldRemitId"":""27951164"",""Reference"":""27951164"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""MobileMoney"",""FinancialDetail"":{""SettlementAmount"":""69.390000""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""bankName"":"""",""bankCode"":""""}}",DATA FROM PRODUCER,27951164,INITIALIZED
701,"{""WorldRemitId"":""27953125"",""Reference"":""27953125"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""BankTransfer"",""FinancialDetail"":{""SettlementAmount"":""14.241732""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""AccountNumber"":""0810197039302"",""BIC"":""EQBLKENA"",""bankName"":""EQUITY BANK LTD"",""bankCode"":""""}}",DATA FROM PRODUCER,27953125,INITIALIZED
729,"{""WorldRemitId"":""27939583"",""Reference"":""27939583"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""BankTransfer"",""FinancialDetail"":{""SettlementAmount"":""14.241732""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""AccountNumber"":""0810197039302"",""BIC"":""EQBLKENAXXX"",""bankName"":""EQUITY BANK LTD"",""bankCode"":""""}}",DATA FROM PRODUCER,27939583,INITIALIZED
730,"{""WorldRemitId"":""27954531"",""Reference"":""27954531"",""CorridorDetail"":{""RecipientCountryCodeIso2"":""KE"",""SettlementCurrencyCode"":""KES"",""RecipientCurrencyCode"":""KES"",""RecipientCountryDialCode"":""254"",""ApiCode"":""MPESA""},""ProductCode"":""BankTransfer"",""FinancialDetail"":{""SettlementAmount"":""14.241732""},""SenderDetail"":{""FirstName"":""Andrii"",""MiddleName"":""Ol"",""LastName"":""Borysenko""},""RecipientDetail"":{""MobileAccountNumber"":""254722000000"",""FirstName"":""Jomo"",""MiddleName"":""Joshua"",""LastName"":""Kiplimo""},""BankDetail"":{""AccountNumber"":""0810197039302"",""BIC"":""EQBLKENA"",""bankName"":""EQUITY BANK LTD"",""bankCode"":""""}}",DATA FROM PRODUCER,27954531,INITIALIZED
